ticker,period,Ativo circulante,Ativo total,Passivo circulante,Passivo não circulante,Passivo total,Patrimônio líquido,EBIT,Lucro bruto,Lucro líquido,Receita líquida,Resultado financeiro,Resultado operacional
PETR3,4T2020,"142,32 B","987,42 B","136,29 B","539,98 B","987,42 B","311,15 B","68,01 B","40,36 B","60,45 B","74,97 B","6,81 B",--
PETR3,4T2021,"168,25 B","972,95 B","134,91 B","448,46 B","972,95 B","389,58 B","58,29 B","59,05 B","31,72 B","134,19 B","-13,80 B",--
PETR3,4T2022,"163,05 B","976,71 B","163,73 B","448,59 B","976,71 B","364,38 B","57,81 B","76,64 B","43,50 B","158,58 B","1,49 B",--
PETR3,4T2023,"157,08 B","1,05 T","163,93 B","504,62 B","1,05 T","382,34 B","39,63 B","72,63 B","31,16 B","134,26 B","1,37 B",--
PETR3,4T2024,"135,21 B","1,12 T","194,81 B","562,48 B","1,12 T","367,51 B","13,17 B","58,14 B","-16,96 B","121,27 B","-34,94 B",--
PETR3,4T2025,"140,03 B","1,22 T","198,37 B","607,43 B","1,22 T","417,59 B","28,48 B","58,49 B","15,65 B","127,37 B","-12,51 B",--
PETR4,1T2011,"120,04 B","544,95 B","60,59 B","166,16 B","544,95 B","318,19 B","12,73 B","19,89 B","11,19 B","54,36 B","2,05 B",--
PETR4,1T2012,"126,37 B","615,82 B","65,95 B","211,04 B","615,82 B","338,82 B","11,91 B","20,24 B","9,43 B","66,13 B","464,99 M",--
PETR4,1T2013,"116,89 B","695,31 B","68,53 B","289,12 B","695,31 B","337,66 B","10,01 B","18,86 B","7,84 B","72,54 B","1,39 B",--
PETR4,1T2014,"159,67 B","802,01 B","83,75 B","362,50 B","802,01 B","355,77 B","7,76 B","19,16 B","5,79 B","81,55 B","-174,00 M",--
PETR4,1T2015,"137,56 B","831,95 B","90,36 B","435,88 B","831,95 B","305,71 B","13,17 B","22,41 B","4,53 B","74,35 B","-5,62 B",--
PETR4,1T2016,"146,24 B","859,16 B","107,46 B","485,32 B","859,16 B","266,38 B","8,54 B","21,01 B","-381,00 M","70,34 B","-8,69 B",--
PETR4,1T2017,"134,06 B","788,05 B","78,48 B","449,05 B","788,05 B","260,52 B","14,88 B","23,79 B","4,81 B","68,36 B","-7,75 B",--
PETR4,1T2018,"145,41 B","824,15 B","78,12 B","468,28 B","824,15 B","277,75 B","18,33 B","26,77 B","7,12 B","74,46 B","-7,25 B",--
PETR4,1T2019,"130,60 B","949,09 B","113,54 B","546,52 B","949,09 B","289,03 B","14,03 B","24,83 B","4,24 B","70,86 B","-8,42 B",--
PETR4,1T2020,"163,56 B","971,64 B","134,84 B","601,88 B","971,64 B","234,93 B","-45,44 B","31,61 B","-49,72 B","75,47 B","-21,18 B",--
PETR4,1T2021,"153,97 B","998,28 B","124,47 B","553,57 B","998,28 B","320,25 B","33,90 B","44,03 B","1,28 B","86,17 B","-30,75 B",--
PETR4,1T2022,"199,51 B","998,66 B","130,22 B","431,38 B","998,66 B","437,06 B","65,40 B","74,77 B","44,78 B","141,64 B","2,98 B",--
PETR4,1T2023,"157,19 B","978,58 B","128,45 B","446,72 B","978,58 B","403,40 B","60,20 B","73,31 B","38,31 B","139,07 B","-3,20 B",--
PETR4,1T2024,"165,96 B","1,07 T","153,88 B","503,49 B","1,07 T","409,92 B","44,03 B","60,70 B","23,81 B","117,72 B","-9,58 B",--
PETR4,1T2025,"124,85 B","1,15 T","173,83 B","576,28 B","1,15 T","397,60 B","43,04 B","60,71 B","35,33 B","123,14 B","10,60 B",--
PETR4,1T2026,"140,53 B","1,25 T","189,17 B","610,53 B","1,25 T","446,37 B","41,27 B","59,60 B","32,76 B","123,69 B","7,87 B",--
PETR4,2T2011,"119,49 B","554,58 B","60,82 B","167,42 B","554,58 B","326,34 B","12,16 B","19,97 B","11,41 B","61,01 B","2,90 B",--
PETR4,2T2012,"116,32 B","628,03 B","62,91 B","226,23 B","628,03 B","338,89 B","4,86 B","16,02 B","-1,87 B","68,05 B","-6,41 B",--
PETR4,2T2013,"144,71 B","749,03 B","68,16 B","340,84 B","749,03 B","340,03 B","11,50 B","18,71 B","5,68 B","73,63 B","-3,55 B",--
PETR4,2T2014,"144,27 B","800,37 B","75,26 B","362,87 B","800,37 B","362,24 B","8,81 B","18,82 B","5,19 B","82,30 B","-940,00 M",--
PETR4,2T2015,"160,38 B","859,30 B","100,60 B","449,30 B","859,30 B","309,40 B","9,63 B","25,56 B","908,00 M","79,94 B","-6,05 B",--
PETR4,2T2016,"132,62 B","818,33 B","83,68 B","459,36 B","818,33 B","275,29 B","7,58 B","22,82 B","899,00 M","71,32 B","-6,06 B",--
PETR4,2T2017,"142,44 B","808,05 B","69,97 B","476,94 B","808,05 B","261,14 B","15,61 B","21,37 B","292,00 M","67,00 B","-8,84 B",--
PETR4,2T2018,"144,25 B","850,28 B","84,65 B","478,19 B","850,28 B","287,45 B","16,83 B","30,31 B","9,69 B","74,83 B","-2,94 B",--
PETR4,2T2019,"181,33 B","965,25 B","138,35 B","517,48 B","965,25 B","309,42 B","39,24 B","30,21 B","19,35 B","72,57 B","-8,58 B",--
PETR4,2T2020,"201,93 B","1,02 T","144,17 B","625,25 B","1,02 T","245,72 B","9,02 B","18,22 B","-2,81 B","50,90 B","-12,31 B",--
PETR4,2T2021,"151,54 B","941,45 B","115,93 B","463,13 B","941,45 B","362,39 B","52,18 B","57,01 B","43,04 B","110,71 B","10,78 B",--
PETR4,2T2022,"224,78 B","1,00 T","171,16 B","420,75 B","1,00 T","412,85 B","96,43 B","95,86 B","54,48 B","170,96 B","-15,76 B",--
PETR4,2T2023,"136,82 B","990,46 B","151,60 B","466,58 B","990,46 B","372,28 B","41,97 B","57,68 B","28,94 B","113,84 B","-269,00 M",--
PETR4,2T2024,"159,31 B","1,06 T","177,97 B","504,68 B","1,06 T","376,04 B","33,54 B","61,05 B","-2,52 B","122,26 B","-36,40 B",--
PETR4,2T2025,"135,86 B","1,17 T","179,18 B","593,93 B","1,17 T","401,78 B","30,47 B","56,68 B","26,77 B","119,13 B","5,57 B",--
PETR4,3T2011,"120,49 B","582,12 B","67,71 B","183,22 B","582,12 B","331,20 B","11,76 B","20,07 B","5,28 B","63,55 B","-5,23 B",--
PETR4,3T2012,"125,81 B","646,68 B","64,25 B","237,79 B","646,68 B","344,65 B","8,79 B","18,09 B","5,64 B","73,79 B","-569,44 M",--
PETR4,3T2013,"137,24 B","758,43 B","69,96 B","345,37 B","758,43 B","343,10 B","5,99 B","16,22 B","3,54 B","77,70 B","-1,02 B",--
PETR4,3T2014,"142,95 B","815,74 B","84,71 B","388,64 B","815,74 B","342,40 B","-4,85 B","20,44 B","-5,94 B","88,38 B","-972,00 M",--
PETR4,3T2015,"176,38 B","931,56 B","109,72 B","530,86 B","931,56 B","290,98 B","6,25 B","23,75 B","-5,03 B","82,24 B","-11,44 B",--
PETR4,3T2016,"144,75 B","803,21 B","82,83 B","458,36 B","803,21 B","262,02 B","-10,17 B","23,34 B","-16,32 B","70,44 B","-7,12 B",--
PETR4,3T2017,"143,94 B","803,87 B","71,25 B","468,10 B","803,87 B","264,52 B","8,22 B","21,24 B","650,00 M","71,82 B","-7,41 B",--
PETR4,3T2018,"150,20 B","866,76 B","94,07 B","476,51 B","866,76 B","296,18 B","16,58 B","33,12 B","6,90 B","89,07 B","-6,20 B",--
PETR4,3T2019,"147,60 B","924,47 B","133,66 B","481,05 B","924,47 B","309,75 B","14,30 B","30,01 B","8,84 B","77,05 B","-10,87 B",--
PETR4,3T2020,"151,64 B","965,43 B","140,71 B","574,36 B","965,43 B","250,36 B","18,03 B","33,77 B","-1,67 B","70,73 B","-22,91 B",--
PETR4,3T2021,"166,33 B","974,69 B","138,66 B","460,34 B","974,69 B","375,69 B","66,46 B","59,55 B","31,22 B","121,59 B","-25,48 B",--
PETR4,3T2022,"159,33 B","947,57 B","135,81 B","437,66 B","947,57 B","374,11 B","74,61 B","86,84 B","46,24 B","170,08 B","-7,97 B",--
PETR4,3T2023,"147,31 B","1,03 T","154,57 B","483,44 B","1,03 T","387,49 B","47,55 B","66,31 B","26,76 B","124,83 B","-9,76 B",--
PETR4,3T2024,"167,37 B","1,08 T","178,93 B","503,86 B","1,08 T","395,05 B","46,46 B","66,58 B","32,68 B","129,58 B","-1,56 B",--
PETR4,3T2025,"149,36 B","1,21 T","182,37 B","604,71 B","1,21 T","424,96 B","43,63 B","61,12 B","32,85 B","127,91 B","1,32 B",--
PETR4,4T2010,"105,90 B","516,85 B","55,95 B","151,07 B","516,85 B","309,83 B","10,88 B","17,88 B","10,62 B","53,06 B","1,98 B",--
PETR4,4T2011,"121,16 B","600,10 B","68,21 B","199,66 B","600,10 B","332,22 B","7,59 B","17,31 B","5,23 B","65,26 B","399,96 M",--
PETR4,4T2012,"118,10 B","669,03 B","69,62 B","268,64 B","669,03 B","330,78 B","5,92 B","16,56 B","7,77 B","73,41 B","2,79 B",--
PETR4,4T2013,"123,35 B","752,97 B","82,53 B","321,11 B","752,97 B","349,33 B","6,87 B","16,58 B","5,95 B","81,03 B","-3,02 B",--
PETR4,4T2014,"135,02 B","793,38 B","82,66 B","399,99 B","793,38 B","310,72 B","-33,64 B","22,02 B","-26,96 B","85,04 B","-1,81 B",--
PETR4,4T2015,"168,61 B","900,13 B","111,57 B","530,63 B","900,13 B","257,93 B","-42,23 B","26,85 B","-35,58 B","85,10 B","-4,93 B",--
PETR4,4T2016,"145,91 B","804,95 B","81,17 B","471,04 B","804,95 B","252,74 B","10,54 B","22,81 B","2,76 B","70,49 B","-5,31 B",--
PETR4,4T2017,"155,91 B","831,51 B","82,53 B","479,37 B","831,51 B","269,61 B","-930,00 M","25,20 B","-5,37 B","76,51 B","-7,60 B",--
PETR4,4T2018,"143,61 B","860,47 B","97,07 B","479,86 B","860,47 B","283,54 B","11,19 B","30,00 B","2,98 B","82,78 B","-7,16 B",--
PETR4,4T2019,"112,10 B","926,01 B","116,15 B","510,73 B","926,01 B","299,14 B","14,13 B","37,06 B","8,54 B","81,77 B","-6,59 B",--
PETR4,4T2020,"142,32 B","987,42 B","136,29 B","539,98 B","987,42 B","311,15 B","68,01 B","40,36 B","60,45 B","74,97 B","6,81 B",--
PETR4,4T2021,"168,25 B","972,95 B","134,91 B","448,46 B","972,95 B","389,58 B","58,29 B","59,05 B","31,72 B","134,19 B","-13,80 B",--
PETR4,4T2022,"163,05 B","976,71 B","163,73 B","448,59 B","976,71 B","364,38 B","57,81 B","76,64 B","43,50 B","158,58 B","1,49 B",--
PETR4,4T2023,"157,08 B","1,05 T","163,93 B","504,62 B","1,05 T","382,34 B","39,63 B","72,63 B","31,16 B","134,26 B","1,37 B",--
PETR4,4T2024,"135,21 B","1,12 T","194,81 B","562,48 B","1,12 T","367,51 B","13,17 B","58,14 B","-16,96 B","121,27 B","-34,94 B",--
PETR4,4T2025,"140,03 B","1,22 T","198,37 B","607,43 B","1,22 T","417,59 B","28,48 B","58,49 B","15,65 B","127,37 B","-12,51 B",--
PFRM3,1T2011,"1,02 B","1,09 B","451,49 M","119,84 M","1,09 B","521,39 M","9,41 M","39,12 M","2,19 M","658,38 M","-7,22 M",--
PFRM3,1T2012,"1,21 B","1,29 B","565,87 M","160,90 M","1,29 B","564,95 M","18,27 M","44,98 M","10,00 M","808,91 M","-7,17 M",--
PFRM3,1T2013,"1,49 B","1,62 B","847,91 M","190,83 M","1,62 B","578,12 M","16,66 M","95,82 M","6,77 M","856,58 M","-10,89 M",--
PFRM3,1T2014,"1,26 B","1,72 B","712,37 M","462,64 M","1,72 B","542,91 M","6,00 M","106,46 M","-13,81 M","842,61 M","-20,46 M",--
PFRM3,1T2015,"1,52 B","2,00 B","931,71 M","389,47 M","2,00 B","681,32 M","6,76 M","99,54 M","-7,64 M","823,71 M","-16,68 M",--
PFRM3,1T2016,"1,71 B","2,36 B","1,23 B","414,29 M","2,36 B","708,70 M","14,85 M","133,44 M","-9,25 M","978,06 M","-25,39 M",--
PFRM3,1T2017,"1,83 B","2,86 B","1,24 B","779,38 M","2,86 B","831,52 M","2,73 M","178,00 M","-27,13 M","1,04 B","-40,63 M",--
PFRM3,1T2018,"1,69 B","2,68 B","1,38 B","267,40 M","2,68 B","1,03 B","717,00 Mil","160,18 M","-5,90 M","987,82 M","-16,21 M",--
PFRM3,1T2019,"1,88 B","3,01 B","1,48 B","555,35 M","3,01 B","983,15 M","9,93 M","164,59 M","-8,51 M","1,10 B","-22,31 M",--
PFRM3,1T2020,"2,46 B","3,59 B","1,96 B","618,58 M","3,59 B","1,01 B","21,34 M","187,31 M","781,00 Mil","1,41 B","-24,14 M",--
PFRM3,1T2021,"2,81 B","4,12 B","1,96 B","723,76 M","4,12 B","1,44 B","15,11 M","202,36 M","4,96 M","1,51 B","-15,82 M",--
PFRM3,1T2022,"3,08 B","4,51 B","2,27 B","793,09 M","4,51 B","1,45 B","19,33 M","235,94 M","-9,60 M","1,75 B","-31,27 M",--
PFRM3,1T2023,"3,42 B","4,80 B","2,47 B","822,56 M","4,80 B","1,50 B","31,59 M","288,11 M","-5,61 M","2,02 B","-39,88 M",--
PFRM3,1T2024,"3,82 B","5,25 B","2,76 B","951,91 M","5,25 B","1,54 B","44,59 M","327,03 M","2,02 M","2,25 B","-44,94 M",--
PFRM3,1T2025,"4,17 B","5,79 B","3,25 B","937,99 M","5,79 B","1,60 B","49,02 M","394,14 M","11,71 M","2,71 B","-49,05 M",--
PFRM3,1T2026,"4,27 B","6,04 B","3,22 B","1,19 B","6,04 B","1,63 B","55,90 M","434,40 M","-1,27 M","2,87 B","-63,34 M",--
PFRM3,2T2011,"929,41 M","1,00 B","331,48 M","141,36 M","1,00 B","529,43 M","19,15 M","42,89 M","9,48 M","656,48 M","-8,79 M",--
PFRM3,2T2012,"1,12 B","1,22 B","492,55 M","153,81 M","1,22 B","569,89 M","29,23 M","52,85 M","13,78 M","766,74 M","-10,49 M",--
PFRM3,2T2013,"1,41 B","1,65 B","680,72 M","383,79 M","1,65 B","586,40 M","24,64 M","113,72 M","11,87 M","880,05 M","-11,51 M",--
PFRM3,2T2014,"1,38 B","1,84 B","706,22 M","406,71 M","1,84 B","729,25 M","21,98 M","117,66 M","2,14 M","878,61 M","-20,16 M",--
PFRM3,2T2015,"1,39 B","1,87 B","840,47 M","346,65 M","1,87 B","681,55 M","21,64 M","123,57 M","126,00 Mil","840,37 M","-21,20 M",--
PFRM3,2T2016,"1,65 B","2,33 B","1,04 B","484,82 M","2,33 B","807,13 M","47,51 M","177,65 M","8,46 M","1,00 B","-28,48 M",--
PFRM3,2T2017,"1,75 B","2,81 B","1,27 B","731,86 M","2,81 B","806,69 M","4,22 M","185,80 M","-24,84 M","1,05 B","-38,92 M",--
PFRM3,2T2018,"1,72 B","2,70 B","1,33 B","342,19 M","2,70 B","1,03 B","20,61 M","174,96 M","1,50 M","1,01 B","-22,03 M",--
PFRM3,2T2019,"1,92 B","3,05 B","1,52 B","549,13 M","3,05 B","984,33 M","26,15 M","190,66 M","1,18 M","1,13 B","-25,49 M",--
PFRM3,2T2020,"2,23 B","3,40 B","1,78 B","620,45 M","3,40 B","1,00 B","22,65 M","174,63 M","-4,41 M","1,25 B","-30,95 M",--
PFRM3,2T2021,"2,59 B","3,94 B","1,75 B","725,25 M","3,94 B","1,47 B","51,10 M","240,98 M","32,38 M","1,56 B","-19,43 M",--
PFRM3,2T2022,"2,93 B","4,30 B","2,01 B","769,62 M","4,30 B","1,51 B","113,72 M","318,56 M","71,36 M","1,93 B","-45,13 M",--
PFRM3,2T2023,"3,25 B","4,62 B","2,32 B","779,37 M","4,62 B","1,52 B","73,54 M","336,38 M","17,75 M","2,13 B","-51,56 M",--
PFRM3,2T2024,"3,48 B","4,93 B","2,41 B","951,62 M","4,93 B","1,57 B","85,89 M","386,49 M","31,89 M","2,28 B","-40,65 M",--
PFRM3,2T2025,"3,74 B","5,37 B","2,88 B","871,43 M","5,37 B","1,62 B","92,14 M","433,98 M","23,49 M","2,70 B","-62,14 M",--
PFRM3,3T2011,"914,74 M","982,58 M","303,52 M","141,62 M","982,58 M","537,43 M","17,64 M","43,08 M","8,49 M","702,71 M","-6,77 M",--
PFRM3,3T2012,"1,10 B","1,21 B","472,84 M","151,70 M","1,21 B","581,13 M","20,05 M","56,17 M","11,14 M","812,63 M","-4,70 M",--
PFRM3,3T2013,"1,32 B","1,74 B","732,00 M","436,26 M","1,74 B","576,61 M","66,15 M","314,16 M","23,71 M","2,61 B","-40,32 M",--
PFRM3,3T2014,"1,30 B","1,77 B","691,78 M","365,31 M","1,77 B","708,85 M","-5,09 M","101,60 M","-20,57 M","855,22 M","-18,30 M",--
PFRM3,3T2015,"1,48 B","1,99 B","1,00 B","310,88 M","1,99 B","675,24 M","15,44 M","108,16 M","-6,38 M","934,68 M","-20,91 M",--
PFRM3,3T2016,"1,57 B","2,26 B","950,53 M","507,92 M","2,26 B","797,60 M","24,18 M","154,15 M","-9,53 M","1,01 B","-38,71 M",--
PFRM3,3T2017,"1,64 B","2,64 B","1,24 B","620,42 M","2,64 B","771,40 M","-13,99 M","173,29 M","-35,29 M","1,04 B","-32,39 M",--
PFRM3,3T2018,"1,76 B","2,71 B","1,12 B","576,56 M","2,71 B","1,02 B","8,45 M","170,54 M","-7,55 M","1,10 B","-25,24 M",--
PFRM3,3T2019,"2,02 B","3,15 B","1,56 B","603,83 M","3,15 B","984,29 M","27,03 M","187,40 M","-37,00 Mil","1,26 B","-27,84 M",--
PFRM3,3T2020,"2,49 B","3,68 B","1,62 B","654,30 M","3,68 B","1,40 B","44,27 M","203,05 M","29,41 M","1,33 B","-18,59 M",--
PFRM3,3T2021,"2,44 B","3,84 B","1,52 B","822,52 M","3,84 B","1,49 B","38,90 M","233,55 M","23,83 M","1,63 B","-18,86 M",--
PFRM3,3T2022,"2,81 B","4,18 B","1,94 B","710,80 M","4,18 B","1,53 B","65,77 M","301,44 M","17,61 M","2,04 B","-44,27 M",--
PFRM3,3T2023,"3,31 B","4,69 B","2,43 B","706,89 M","4,69 B","1,55 B","82,05 M","337,79 M","34,22 M","2,30 B","-45,88 M",--
PFRM3,3T2024,"3,62 B","5,12 B","2,57 B","924,21 M","5,12 B","1,62 B","98,84 M","395,65 M","52,28 M","2,60 B","-43,09 M",--
PFRM3,3T2025,"3,96 B","5,64 B","3,06 B","906,43 M","5,64 B","1,67 B","104,52 M","447,03 M","49,07 M","2,85 B","-60,75 M",--
PFRM3,4T2010,"1,00 B","1,08 B","434,51 M","132,44 M","1,08 B","508,37 M","11,43 M","41,70 M","6,15 M","1,20 B","-6,07 M",--
PFRM3,4T2011,"1,14 B","1,23 B","512,57 M","179,08 M","1,23 B","541,47 M","16,58 M","38,59 M","7,03 M","1,30 B","-8,40 M",--
PFRM3,4T2012,"1,30 B","1,43 B","690,95 M","168,72 M","1,43 B","570,93 M","16,83 M","50,74 M","7,38 M","844,78 M","-6,25 M",--
PFRM3,4T2013,"1,32 B","1,78 B","725,68 M","481,42 M","1,78 B","571,56 M","9,86 M","214,89 M","-4,64 M","862,25 M","-15,73 M",--
PFRM3,4T2014,"1,35 B","1,83 B","782,67 M","356,69 M","1,83 B","688,85 M","-2,98 M","106,26 M","-20,16 M","872,69 M","-21,63 M",--
PFRM3,4T2015,"1,64 B","2,28 B","1,19 B","426,69 M","2,28 B","667,95 M","14,54 M","105,70 M","-7,29 M","866,39 M","-19,41 M",--
PFRM3,4T2016,"1,69 B","2,71 B","1,16 B","796,34 M","2,71 B","758,96 M","-10,37 M","160,02 M","-38,65 M","1,09 B","-36,01 M",--
PFRM3,4T2017,"1,65 B","2,62 B","1,58 B","296,81 M","2,62 B","745,93 M","-4,24 M","163,87 M","-25,47 M","971,16 M","-30,41 M",--
PFRM3,4T2018,"1,95 B","2,89 B","1,41 B","457,28 M","2,89 B","1,02 B","25,14 M","175,23 M","2,21 M","1,18 B","-21,57 M",--
PFRM3,4T2019,"2,10 B","3,18 B","1,58 B","602,83 M","3,18 B","1,00 B","33,92 M","550,43 M","12,02 M","3,54 B","-11,55 M",--
PFRM3,4T2020,"2,48 B","3,76 B","1,54 B","781,99 M","3,76 B","1,44 B","76,37 M","560,52 M","32,39 M","4,16 B","-68,90 M",--
PFRM3,4T2021,"2,58 B","4,03 B","1,72 B","840,12 M","4,03 B","1,48 B","25,61 M","230,68 M","17,95 M","1,71 B","-27,86 M",--
PFRM3,4T2022,"2,98 B","4,36 B","1,96 B","898,02 M","4,36 B","1,51 B","44,13 M","289,57 M","5,67 M","2,10 B","-43,30 M",--
PFRM3,4T2023,"3,54 B","4,94 B","2,45 B","952,26 M","4,94 B","1,54 B","73,96 M","329,69 M","31,50 M","2,21 B","-42,23 M",--
PFRM3,4T2024,"4,02 B","5,62 B","2,99 B","1,04 B","5,62 B","1,59 B","70,36 M","413,67 M","36,62 M","3,02 B","-43,15 M",--
PFRM3,4T2025,"4,49 B","6,23 B","3,48 B","1,11 B","6,23 B","1,64 B","104,27 M","475,28 M","41,74 M","3,19 B","-60,55 M",--
PGMN3,1T2011,"568,90 M","789,17 M","553,22 M","68,85 M","789,17 M","167,09 M","41,89 M","151,14 M","20,18 M","624,70 M","-18,82 M",--
PGMN3,1T2012,"715,14 M","1,03 B","575,29 M","187,12 M","1,03 B","272,44 M","54,38 M","216,54 M","25,18 M","770,64 M","-22,51 M",--
PGMN3,1T2013,"856,37 M","1,28 B","548,23 M","380,96 M","1,28 B","352,31 M","50,49 Mil","240,71 Mil","24,33 Mil","808,35 Mil","-19,87 Mil",--
PGMN3,1T2014,"1,13 M","1,51 M","596,10 Mil","527,51 Mil","1,51 M","387,97 Mil","51,75 M","278,81 M","21,87 M","955,54 M","-26,99 M",--
PGMN3,1T2015,"1,49 B","1,89 B","790,36 M","636,25 M","1,89 B","465,41 M","70,93 M","360,84 M","25,98 M","1,06 B","-37,96 M",--
PGMN3,1T2016,"2,41 B","3,05 B","1,59 B","571,00 M","3,05 B","886,72 M","57,20 M","387,99 M","3,73 M","1,26 B","-64,95 M",--
PGMN3,1T2017,"2,06 B","2,83 B","1,47 B","472,72 M","2,83 B","884,78 M","34,76 M","451,21 M","6,95 M","1,46 B","-32,28 M",--
PGMN3,1T2018,"2,11 B","3,18 B","1,73 B","371,35 M","3,18 B","1,08 B","20,06 M","465,53 M","1,59 M","1,48 B","-27,85 M",--
PGMN3,1T2019,"2,02 B","4,77 B","1,57 B","2,21 B","4,77 B","994,27 M","16,03 M","467,21 M","-37,08 M","1,53 B","-69,98 M",--
PGMN3,1T2020,"2,23 B","4,84 B","1,77 B","2,03 B","4,84 B","1,03 B",0,0,0,0,0,--
PGMN3,1T2021,"3,20 B","5,75 B","1,91 B","1,87 B","5,75 B","1,98 B",0,0,0,0,0,--
PGMN3,1T2022,"3,36 B","6,48 B","2,18 B","2,19 B","6,48 B","2,11 B","78,65 M","625,19 M","23,43 M","1,97 B","-74,80 M",--
PGMN3,1T2023,"3,96 B","8,44 B","2,80 B","3,35 B","8,44 B","2,29 B","37,04 M","817,42 M","-62,94 M","2,62 B","-174,73 M",--
PGMN3,1T2024,"4,27 B","8,77 B","3,09 B","3,07 B","8,77 B","2,61 B","85,78 M","903,55 M","-36,97 M","2,88 B","-157,29 M",--
PGMN3,1T2025,"4,41 B","8,67 B","3,13 B","2,81 B","8,67 B","2,73 B","140,70 M","1,04 B","5,09 M","3,37 B","-155,95 M",--
PGMN3,1T2026,"5,61 B","9,81 B","3,24 B","3,21 B","9,81 B","3,36 B","191,89 M","1,22 B","52,08 M","3,81 B","-159,61 M",--
PGMN3,2T2011,"613,88 M","823,83 M","526,78 M","103,05 M","823,83 M","194,00 M","55,29 M","177,21 M","26,90 M","680,03 M","-19,00 M",--
PGMN3,2T2012,"826,93 M","1,18 B","468,31 M","417,61 M","1,18 B","289,38 M","61,51 M","227,96 M","32,61 M","785,16 M","-19,75 M",--
PGMN3,2T2013,"1,07 B","1,38 B","651,08 M","374,76 M","1,38 B","350,15 M","62,91 M","249,75 M","30,76 M","889,74 M","-25,35 M",--
PGMN3,2T2014,"1,27 B","1,66 B","743,48 M","513,57 M","1,66 B","407,69 M","52,95 M","302,70 M","19,73 M","1,00 B","-31,90 M",--
PGMN3,2T2015,"1,71 B","2,14 B","951,99 M","685,19 M","2,14 B","507,40 M","100,29 M","399,89 M","41,99 M","1,13 B","-40,03 M",--
PGMN3,2T2016,"2,16 B","2,74 B","1,49 B","350,93 M","2,74 B","896,55 M","89,03 M","470,87 M","21,22 M","1,38 B","-58,96 M",--
PGMN3,2T2017,"1,87 B","2,65 B","1,29 B","455,28 M","2,65 B","908,64 M","57,86 M","480,49 M","30,39 M","1,48 B","-23,03 M",--
PGMN3,2T2018,"2,28 B","3,42 B","1,81 B","524,01 M","3,42 B","1,09 B","19,32 M","499,56 M","4,66 M","1,55 B","-20,36 M",--
PGMN3,2T2019,"1,94 B","4,65 B","1,40 B","2,27 B","4,65 B","978,77 M","43,38 M","512,96 M","-15,50 M","1,59 B","-70,87 M",--
PGMN3,2T2020,"2,26 B","4,82 B","1,74 B","2,04 B","4,82 B","1,04 B","77,13 M","494,87 M","9,14 M","1,58 B","-69,66 M",--
PGMN3,2T2021,"3,13 B","5,70 B","1,89 B","1,76 B","5,70 B","2,04 B","126,31 M","630,29 M","69,36 M","1,90 B","-45,33 M",--
PGMN3,2T2022,"3,26 B","6,44 B","2,10 B","2,17 B","6,44 B","2,17 B","126,67 M","696,32 M","53,55 M","2,07 B","-80,29 M",--
PGMN3,2T2023,"4,18 B","8,47 B","2,83 B","3,38 B","8,47 B","2,25 B","118,82 M","930,60 M","-37,30 M","2,84 B","-178,81 M",--
PGMN3,2T2024,"4,19 B","8,58 B","2,81 B","3,13 B","8,58 B","2,64 B","166,38 M","1,02 B","32,53 M","3,14 B","-141,36 M",--
PGMN3,2T2025,"4,96 B","9,12 B","3,15 B","3,18 B","9,12 B","2,79 B","229,56 M","1,22 B","50,34 M","3,69 B","-184,71 M",--
PGMN3,3T2011,"621,84 M","870,33 M","564,95 M","88,23 M","870,33 M","217,14 M","47,86 M","178,79 M","23,14 M","732,35 M","-20,22 M",--
PGMN3,3T2012,"794,22 M","1,18 B","435,38 M","436,65 M","1,18 B","307,79 M","44,01 M","221,80 M","18,41 M","782,93 M","-23,22 M",--
PGMN3,3T2013,"1,03 B","1,35 B","653,10 M","329,24 M","1,35 B","371,87 M","49,85 M","265,14 M","21,73 M","942,94 M","-25,69 M",--
PGMN3,3T2014,"1,22 B","1,62 B","682,26 M","511,09 M","1,62 B","428,65 M","61,46 M","336,81 M","20,96 M","1,09 B","-39,17 M",--
PGMN3,3T2015,"1,99 B","2,60 B","1,34 B","738,79 M","2,60 B","526,17 M","69,03 M","382,56 M","18,78 M","1,24 B","-48,62 M",--
PGMN3,3T2016,"2,01 B","2,65 B","1,35 B","415,69 M","2,65 B","893,39 M","57,54 M","456,77 M","36,27 M","1,46 B","-34,87 M",--
PGMN3,3T2017,"2,20 B","3,04 B","1,51 B","595,50 M","3,04 B","939,89 M","56,67 M","481,73 M","31,25 M","1,52 B","-20,84 M",--
PGMN3,3T2018,"2,24 B","3,40 B","1,86 B","446,84 M","3,40 B","1,10 B","41,33 M","528,26 M","15,30 M","1,63 B","-36,29 M",--
PGMN3,3T2019,"1,96 B","4,67 B","1,50 B","2,15 B","4,67 B","1,02 B","84,11 M","511,23 M","39,29 M","1,64 B","-45,76 M",--
PGMN3,3T2020,"3,08 B","5,67 B","1,87 B","1,97 B","5,67 B","1,83 B","86,88 M","543,47 M","40,15 M","1,78 B","-57,86 M",--
PGMN3,3T2021,"3,10 B","5,97 B","2,06 B","1,84 B","5,97 B","2,08 B","79,56 M","604,59 M","29,88 M","1,91 B","-51,06 M",--
