ticker,period,Ativo circulante,Ativo total,Passivo circulante,Passivo não circulante,Passivo total,Patrimônio líquido,EBIT,Lucro bruto,Lucro líquido,Receita líquida,Resultado financeiro,Resultado operacional
MOVI3,4T2018,"1,44 B","5,19 B","1,64 B","1,89 B","5,19 B","1,66 B","107,25 M","219,47 M","51,71 M","713,04 M","-44,84 M",--
MOVI3,4T2019,"1,95 B","7,24 B","2,24 B","2,70 B","7,24 B","2,30 B","146,19 M","282,77 M","84,14 M","1,11 B","-40,38 M",--
MOVI3,4T2020,"2,38 B","8,50 B","2,45 B","3,70 B","8,50 B","2,36 B","288,15 M","431,38 M","183,59 M","990,70 M","-36,91 M",--
MOVI3,4T2021,"9,15 B","21,72 B","3,75 B","14,68 B","21,72 B","3,28 B","606,18 M","819,18 M","276,66 M","1,74 B","-208,14 M",--
MOVI3,4T2022,"9,44 B","26,25 B","5,90 B","17,58 B","26,25 B","2,77 B","477,30 M","881,41 M","17,83 M","2,63 B","-501,03 M",--
MOVI3,4T2023,"5,43 B","25,12 B","7,46 B","15,14 B","25,12 B","2,52 B","-179,94 M","247,28 M","-588,31 M","2,49 B","-555,38 M",--
MOVI3,4T2024,"6,95 B","30,57 B","9,25 B","18,83 B","30,57 B","2,49 B","684,93 M","1,06 B","62,17 M","3,25 B","-606,66 M",--
MOVI3,4T2025,"7,05 B","34,93 B","12,69 B","19,27 B","34,93 B","2,97 B","850,69 M","1,24 B","102,35 M","3,66 B","-763,92 M",--
MRSA3B,1T2011,"885,74 M","4,69 B","799,53 M","1,74 B","4,69 B","2,15 B","262,29 M","275,65 M","142,44 M","649,58 M","-45,64 M",--
MRSA3B,1T2012,"854,96 M","5,66 B","875,50 M","2,38 B","5,66 B","2,40 B","174,18 M","230,35 M","98,65 M","699,66 M","-28,50 M",--
MRSA3B,1T2013,"757,90 M","6,13 B","879,47 M","2,68 B","6,13 B","2,57 B","127,79 M","178,00 M","62,64 M","630,88 M","-28,63 M",--
MRSA3B,1T2014,"968,73 M","6,63 B","880,79 M","3,01 B","6,63 B","2,74 B","138,03 M","207,33 M","71,95 M","670,52 M","-25,56 M",--
MRSA3B,1T2015,"1,11 B","7,57 B","941,33 M","3,73 B","7,57 B","2,90 B","158,62 M","222,59 M","54,97 M","720,36 M","-73,93 M",--
MRSA3B,1T2016,"996,47 M","7,76 B","1,29 B","3,32 B","7,76 B","3,15 B","317,55 M","234,49 M","164,05 M","749,22 M","-65,69 M",--
MRSA3B,1T2017,"619,01 M","7,33 B","1,23 B","2,69 B","7,33 B","3,41 B","213,99 M","237,83 M","103,43 M","798,33 M","-54,70 M",--
MRSA3B,1T2018,"800,83 M","7,56 B","1,31 B","2,61 B","7,56 B","3,64 B","183,35 M","245,70 M","88,42 M","820,63 M","-47,93 M",--
MRSA3B,1T2019,"863,83 M","9,82 B","1,25 B","4,61 B","9,82 B","3,96 B","259,55 M","210,95 M","115,88 M","827,06 M","-81,41 M",--
MRSA3B,1T2020,"1,62 B","10,33 B","1,81 B","4,50 B","10,33 B","4,01 B","-20,18 M","51,68 M","-91,53 M","674,73 M","-112,88 M",--
MRSA3B,1T2021,"1,45 B","10,65 B","1,78 B","4,48 B","10,65 B","4,39 B","232,10 M","304,62 M","75,49 M","965,02 M","-114,75 M",--
MRSA3B,1T2022,"2,09 B","12,89 B","1,88 B","6,06 B","12,89 B","4,95 B","262,92 M","317,25 M","100,41 M","1,10 B","-107,27 M",--
MRSA3B,1T2023,"1,81 B","14,31 B","2,55 B","6,10 B","14,31 B","5,66 B","392,00 M","467,76 M","145,89 M","1,25 B","-164,80 M",--
MRSA3B,1T2024,"4,18 B","17,67 B","2,89 B","8,07 B","17,67 B","6,70 B","651,64 M","806,68 M","315,86 M","1,64 B","-168,49 M",--
MRSA3B,1T2025,"4,83 B","20,47 B","2,89 B","9,83 B","20,47 B","7,75 B","582,36 M","712,73 M","282,72 M","1,68 B","-178,96 M",--
MRSA3B,1T2026,"5,95 B","25,82 B","3,24 B","13,84 B","25,82 B","8,73 B","547,99 M","722,67 M","78,21 M","1,67 B","-266,67 M",--
MRSA3B,2T2011,"936,68 M","4,89 B","868,23 M","1,85 B","4,89 B","2,18 B","237,63 M","290,36 M","134,41 M","720,07 M","-33,11 M",--
MRSA3B,2T2012,"813,43 M","5,82 B","1,08 B","2,37 B","5,82 B","2,37 B","197,72 M","266,98 M","101,84 M","765,28 M","-39,60 M",--
MRSA3B,2T2013,"745,07 M","6,26 B","1,03 B","2,66 B","6,26 B","2,57 B","196,18 M","263,55 M","98,25 M","748,19 M","-44,81 M",--
MRSA3B,2T2014,"931,78 M","6,76 B","1,11 B","2,92 B","6,76 B","2,73 B","188,97 M","233,64 M","101,04 M","755,75 M","-37,52 M",--
MRSA3B,2T2015,"1,13 B","7,70 B","982,96 M","3,77 B","7,70 B","2,94 B","194,10 M","242,84 M","92,21 M","765,29 M","-54,27 M",--
MRSA3B,2T2016,"1,03 B","7,73 B","1,31 B","3,19 B","7,73 B","3,23 B","198,66 M","285,32 M","85,58 M","832,34 M","-63,48 M",--
MRSA3B,2T2017,"957,38 M","7,73 B","1,37 B","2,91 B","7,73 B","3,45 B","267,11 M","328,98 M","144,48 M","893,95 M","-48,21 M",--
MRSA3B,2T2018,"867,24 M","7,73 B","1,46 B","2,61 B","7,73 B","3,66 B","233,31 M","291,67 M","124,06 M","911,57 M","-42,19 M",--
MRSA3B,2T2019,"1,63 B","10,47 B","1,48 B","4,92 B","10,47 B","4,08 B","243,62 M","242,77 M","119,36 M","815,56 M","-63,39 M",--
MRSA3B,2T2020,"1,73 B","10,44 B","1,57 B","4,72 B","10,44 B","4,16 B","245,21 M","330,44 M","146,39 M","928,51 M","-25,37 M",--
MRSA3B,2T2021,"1,46 B","11,08 B","2,08 B","4,19 B","11,08 B","4,81 B","580,83 M","450,69 M","420,42 M","1,16 B","52,53 M",--
MRSA3B,2T2022,"2,22 B","13,17 B","2,51 B","5,51 B","13,17 B","5,15 B","474,60 M","554,79 M","206,92 M","1,44 B","-163,08 M",--
MRSA3B,2T2023,"2,21 B","14,71 B","2,72 B","6,00 B","14,71 B","5,99 B","669,28 M","816,11 M","335,38 M","1,63 B","-165,12 M",--
MRSA3B,2T2024,"3,71 B","17,51 B","2,55 B","7,90 B","17,51 B","7,06 B","692,23 M","878,43 M","354,71 M","1,85 B","-162,16 M",--
MRSA3B,2T2025,"3,39 B","19,99 B","3,62 B","8,15 B","19,99 B","8,23 B","759,94 M","937,79 M","482,23 M","1,93 B","-162,76 M",--
MRSA3B,3T2011,"957,80 M","5,12 B","871,86 M","1,95 B","5,12 B","2,30 B","231,65 M","290,97 M","124,12 M","765,24 M","-42,60 M",--
MRSA3B,3T2012,"1,20 B","6,38 B","1,17 B","2,71 B","6,38 B","2,51 B","201,33 M","257,00 M","132,32 M","749,41 M","-2,34 M",--
MRSA3B,3T2013,"749,67 M","6,32 B","936,26 M","2,67 B","6,32 B","2,72 B","239,22 M","313,33 M","155,57 M","815,28 M","-4,31 M",--
MRSA3B,3T2014,"899,10 M","7,00 B","1,05 B","3,15 B","7,00 B","2,80 B","163,03 M","284,25 M","72,84 M","790,24 M","-52,97 M",--
MRSA3B,3T2015,"1,11 B","7,81 B","1,09 B","3,72 B","7,81 B","3,00 B","173,28 M","263,49 M","56,50 M","801,70 M","-85,32 M",--
MRSA3B,3T2016,"970,53 M","7,74 B","1,35 B","3,04 B","7,74 B","3,35 B","225,56 M","314,74 M","113,88 M","888,01 M","-54,41 M",--
MRSA3B,3T2017,"1,00 B","7,76 B","1,55 B","2,62 B","7,76 B","3,60 B","267,22 M","326,72 M","145,39 M","896,53 M","-44,84 M",--
MRSA3B,3T2018,"996,26 M","7,97 B","1,38 B","2,77 B","7,97 B","3,82 B","281,56 M","367,80 M","164,58 M","1,00 B","-35,71 M",--
MRSA3B,3T2019,"2,04 B","10,87 B","1,58 B","5,04 B","10,87 B","4,26 B","366,77 M","265,17 M","180,99 M","856,50 M","-93,33 M",--
MRSA3B,3T2020,"1,95 B","10,59 B","1,74 B","4,55 B","10,59 B","4,31 B","306,02 M","384,95 M","148,58 M","1,01 B","-81,31 M",--
MRSA3B,3T2021,"2,63 B","12,71 B","2,20 B","5,56 B","12,71 B","4,95 B","375,72 M","478,87 M","137,44 M","1,23 B","-168,06 M",--
MRSA3B,3T2022,"2,44 B","14,52 B","2,53 B","6,51 B","14,52 B","5,48 B","567,41 M","668,57 M","322,76 M","1,57 B","-169,05 M",--
MRSA3B,3T2023,"2,68 B","15,36 B","2,83 B","6,15 B","15,36 B","6,38 B","797,13 M","942,76 M","424,39 M","1,78 B","-160,22 M",--
MRSA3B,3T2024,"3,41 B","18,04 B","2,68 B","7,85 B","18,04 B","7,52 B","724,00 M","848,48 M","459,12 M","1,92 B","-65,99 M",--
MRSA3B,3T2025,"5,65 B","22,75 B","3,48 B","10,58 B","22,75 B","8,69 B","808,56 M","1,00 B","460,68 M","2,03 B","-119,06 M",--
MRSA3B,4T2010,"1,03 B","4,78 B","976,69 M","1,80 B","4,78 B","2,00 B","112,59 M","229,21 M","67,19 M","599,90 M","-16,35 M",--
MRSA3B,4T2011,"935,89 M","5,53 B","1,01 B","2,23 B","5,53 B","2,30 B","195,35 M","267,34 M","119,97 M","727,48 M","-12,92 M",--
MRSA3B,4T2012,"800,95 M","6,07 B","955,00 M","2,61 B","6,07 B","2,51 B","183,23 M","264,91 M","107,27 M","775,46 M","-11,98 M",--
MRSA3B,4T2013,"1,01 B","6,64 B","963,27 M","3,01 B","6,64 B","2,67 B","260,70 M","345,21 M","152,96 M","843,79 M","-27,44 M",--
MRSA3B,4T2014,"691,40 M","7,00 B","986,57 M","3,17 B","7,00 B","2,85 B","275,93 M","323,46 M","132,94 M","846,55 M","-74,25 M",--
MRSA3B,4T2015,"1,25 B","7,92 B","1,50 B","3,43 B","7,92 B","2,98 B","174,73 M","348,21 M","92,11 M","885,39 M","-35,47 M",--
MRSA3B,4T2016,"758,79 M","7,57 B","1,39 B","2,88 B","7,57 B","3,30 B","168,69 M","236,08 M","54,03 M","809,85 M","-65,72 M",--
MRSA3B,4T2017,"1,02 B","7,83 B","1,49 B","2,78 B","7,83 B","3,56 B","154,23 M","292,17 M","67,94 M","903,99 M","-39,54 M",--
MRSA3B,4T2018,"901,51 M","8,02 B","1,31 B","2,86 B","8,02 B","3,84 B","240,41 M","344,79 M","144,56 M","992,66 M","-28,43 M",--
MRSA3B,4T2019,"1,88 B","10,72 B","1,87 B","4,75 B","10,72 B","4,10 B","172,71 M","104,14 M","87,12 M","701,69 M","-46,78 M",--
MRSA3B,4T2020,"1,87 B","11,13 B","2,13 B","4,69 B","11,13 B","4,31 B","431,93 M","320,16 M","226,84 M","990,35 M","-96,86 M",--
MRSA3B,4T2021,"2,68 B","13,43 B","2,40 B","6,19 B","13,43 B","4,85 B","220,50 M","281,89 M","66,23 M","1,07 B","-132,96 M",--
MRSA3B,4T2022,"2,01 B","14,53 B","2,66 B","6,36 B","14,53 B","5,51 B","485,31 M","576,21 M","244,09 M","1,47 B","-121,88 M",--
MRSA3B,4T2023,"4,63 B","18,07 B","3,34 B","8,34 B","18,07 B","6,39 B","659,59 M","765,60 M","294,49 M","1,79 B","-250,27 M",--
MRSA3B,4T2024,"5,37 B","20,61 B","3,39 B","9,76 B","20,61 B","7,47 B","477,05 M","581,14 M","285,82 M","1,61 B","-100,54 M",--
MRSA3B,4T2025,"5,56 B","24,73 B","3,61 B","12,47 B","24,73 B","8,65 B","666,45 M","896,70 M","329,44 M","1,95 B","-203,76 M",--
MRVE3,1T2011,"4,90 B","7,34 B","1,85 B","2,27 B","7,34 B","3,22 B",0,0,0,0,0,--
MRVE3,1T2012,"6,19 B","9,57 B","2,97 B","2,81 B","9,57 B","3,79 B","146,02 M","232,73 M","131,25 M","884,95 M","-3,08 M",--
MRVE3,1T2013,"5,73 B","9,92 B","3,07 B","2,66 B","9,92 B","4,18 B","85,52 M","216,56 M","92,24 M","829,51 M","8,47 M",--
MRVE3,1T2014,"5,44 B","9,92 B","2,39 B","3,11 B","9,92 B","4,42 B","90,46 M","240,30 M","88,64 M","910,86 M","15,06 M",--
MRVE3,1T2015,"6,52 B","11,07 B","2,87 B","3,47 B","11,07 B","4,73 B","94,91 M","307,56 M","117,00 M","1,04 B","44,74 M",--
MRVE3,1T2016,"6,83 B","11,73 B","3,14 B","3,42 B","11,73 B","5,17 B","107,65 M","325,71 M","134,38 M","990,03 M","47,96 M",--
MRVE3,1T2017,"7,98 B","13,21 B","2,97 B","4,83 B","13,21 B","5,41 B","109,03 M","341,88 M","134,00 M","1,01 B","49,12 M",--
MRVE3,1T2018,"8,13 B","14,40 B","3,16 B","5,43 B","14,40 B","5,80 B","168,46 M","413,98 M","177,31 M","1,23 B","36,23 M",--
MRVE3,1T2019,"7,64 B","13,88 B","2,49 B","6,32 B","13,88 B","5,07 B","205,59 M","482,11 M","196,79 M","1,51 B","23,54 M",--
MRVE3,1T2020,"7,85 B","16,16 B","3,15 B","7,31 B","16,16 B","5,70 B","133,75 M","424,00 M","125,82 M","1,51 B","24,39 M",--
MRVE3,1T2021,"8,82 B","18,81 B","4,08 B","8,67 B","18,81 B","6,06 B","144,75 M","444,78 M","146,55 M","1,60 B","35,42 M",--
MRVE3,1T2022,"10,09 B","20,95 B","3,78 B","10,61 B","20,95 B","6,56 B","116,09 M","331,68 M","83,34 M","1,68 B","21,49 M",--
MRVE3,1T2023,"10,05 B","22,74 B","5,60 B","10,44 B","22,74 B","6,71 B","-31,15 M","353,45 M","40,74 M","1,69 B","-89,28 M",--
MRVE3,1T2024,"12,42 B","25,92 B","6,48 B","11,94 B","25,92 B","7,51 B","73,77 M","493,24 M","-167,63 M","1,91 B","-237,99 M",--
MRVE3,1T2025,"12,95 B","28,76 B","8,83 B","12,98 B","28,76 B","6,95 B","-18,02 M","654,13 M","-362,68 M","2,28 B","-306,91 M",--
MRVE3,1T2026,"15,41 B","28,25 B","7,41 B","14,95 B","28,25 B","5,88 B","293,69 M","816,50 M","-76,26 M","2,78 B","-306,69 M",--
MRVE3,2T2011,"4,97 B","7,59 B","1,89 B","2,28 B","7,59 B","3,42 B","220,47 M","318,69 M","203,44 M","988,38 M","5,92 M",--
MRVE3,2T2012,"6,68 B","10,32 B","2,93 B","3,48 B","10,32 B","3,92 B","168,28 M","275,24 M","156,93 M","960,56 M","-4,41 M",--
MRVE3,2T2013,"5,82 B","10,03 B","2,69 B","3,04 B","10,03 B","4,30 B","144,01 M","270,98 M","148,32 M","1,02 B","14,01 M",--
MRVE3,2T2014,"5,51 B","10,05 B","2,09 B","3,30 B","10,05 B","4,65 B","389,76 M","282,18 M","408,30 M","1,01 B","35,25 M",--
MRVE3,2T2015,"6,52 B","11,20 B","2,89 B","3,39 B","11,20 B","4,91 B","148,78 M","382,16 M","171,80 M","1,31 B","51,40 M",--
MRVE3,2T2016,"6,72 B","11,63 B","3,20 B","3,15 B","11,63 B","5,29 B","116,27 M","353,17 M","143,47 M","1,10 B","50,70 M",--
MRVE3,2T2017,"7,55 B","13,21 B","2,90 B","4,73 B","13,21 B","5,57 B","139,41 M","383,52 M","150,62 M","1,13 B","37,94 M",--
MRVE3,2T2018,"7,63 B","14,15 B","2,78 B","5,53 B","14,15 B","5,83 B","181,06 M","438,89 M","180,19 M","1,32 B","28,09 M",--
MRVE3,2T2019,"8,12 B","14,30 B","3,03 B","6,30 B","14,30 B","4,97 B","192,98 M","477,82 M","204,19 M","1,56 B","43,97 M",--
MRVE3,2T2020,"8,45 B","17,11 B","3,34 B","7,94 B","17,11 B","5,83 B","155,84 M","466,90 M","131,00 M","1,66 B","9,90 M",--
MRVE3,2T2021,"9,17 B","19,13 B","4,06 B","8,92 B","19,13 B","6,15 B","226,11 M","461,86 M","225,45 M","1,82 B","31,47 M",--
MRVE3,2T2022,"10,70 B","22,06 B","4,33 B","10,85 B","22,06 B","6,88 B","341,78 M","311,02 M","86,35 M","1,60 B","-127,24 M",--
MRVE3,2T2023,"11,01 B","23,34 B","5,34 B","11,19 B","23,34 B","6,81 B","112,58 M","405,20 M","192,48 M","1,83 B","129,48 M",--
MRVE3,2T2024,"12,64 B","27,07 B","7,16 B","12,28 B","27,07 B","7,64 B","150,35 M","604,95 M","-69,06 M","2,29 B","-194,04 M",--
MRVE3,2T2025,"14,90 B","27,41 B","8,89 B","12,49 B","27,41 B","6,03 B","-545,55 M","796,85 M","-838,36 M","2,71 B","-245,39 M",--
MRVE3,3T2011,"5,91 B","8,70 B","2,26 B","2,83 B","8,70 B","3,62 B","259,14 M","333,83 M","223,34 M","1,06 B","-3,92 M",--
MRVE3,3T2012,"6,66 B","10,81 B","3,23 B","3,50 B","10,81 B","4,08 B","186,01 M","293,14 M","158,61 M","1,02 B","-7,09 M",--
MRVE3,3T2013,"6,04 B","10,30 B","2,48 B","3,42 B","10,30 B","4,41 B","153,11 M","284,68 M","135,31 M","1,07 B","361,00 Mil",--
MRVE3,3T2014,"5,70 B","10,38 B","2,60 B","3,02 B","10,38 B","4,76 B","118,91 M","319,41 M","140,69 M","1,13 B","27,40 M",--
MRVE3,3T2015,"6,47 B","11,12 B","2,70 B","3,37 B","11,12 B","5,05 B","127,11 M","373,63 M","153,08 M","1,20 B","52,41 M",--
MRVE3,3T2016,"6,81 B","11,82 B","3,10 B","3,28 B","11,82 B","5,44 B","117,93 M","354,19 M","153,34 M","1,10 B","59,16 M",--
MRVE3,3T2017,"8,14 B","14,25 B","2,70 B","5,78 B","14,25 B","5,77 B","215,47 M","424,46 M","216,51 M","1,24 B","28,44 M",--
MRVE3,3T2018,"8,13 B","14,88 B","2,80 B","6,08 B","14,88 B","6,00 B","180,23 M","446,64 M","191,24 M","1,35 B","41,76 M",--
MRVE3,3T2019,"8,03 B","14,66 B","3,15 B","6,39 B","14,66 B","5,12 B","175,03 M","462,44 M","178,51 M","1,57 B","36,91 M",--
MRVE3,3T2020,"8,66 B","17,57 B","3,44 B","8,16 B","17,57 B","5,97 B","173,36 M","499,96 M","145,78 M","1,78 B","9,51 M",--
MRVE3,3T2021,"9,64 B","19,67 B","4,44 B","8,86 B","19,67 B","6,37 B","317,64 M","488,19 M","194,47 M","1,80 B","-49,99 M",--
MRVE3,3T2022,"10,53 B","22,85 B","5,01 B","10,88 B","22,85 B","6,96 B","-84,82 M","327,71 M","8,02 M","1,69 B","113,89 M",--
MRVE3,3T2023,"10,71 B","24,09 B","5,37 B","11,12 B","24,09 B","7,60 B","24,42 M","460,58 M","-139,72 M","1,97 B","-128,79 M",--
MRVE3,3T2024,"12,26 B","27,33 B","7,61 B","12,23 B","27,33 B","7,49 B","186,97 M","644,67 M","-3,38 M","2,44 B","-160,27 M",--
MRVE3,3T2025,"15,83 B","28,46 B","8,47 B","13,89 B","28,46 B","6,10 B","372,96 M","851,63 M","104,84 M","2,88 B","-214,17 M",--
MRVE3,4T2010,"4,59 B","6,79 B","1,82 B","1,92 B","6,79 B","3,05 B","147,91 M","235,56 M","153,41 M","866,17 M","16,31 M",--
MRVE3,4T2011,"6,00 B","9,16 B","2,87 B","2,62 B","9,16 B","3,67 B","242,35 M","339,67 M","223,74 M","1,17 B","-4,70 M",--
MRVE3,4T2012,"6,18 B","10,34 B","3,29 B","2,97 B","10,34 B","4,09 B","120,39 M","265,09 M","128,05 M","936,45 M","-10,09 M",--
MRVE3,4T2013,"5,87 B","10,20 B","2,56 B","3,27 B","10,20 B","4,37 B","86,18 M","249,21 M","74,33 M","949,87 M","7,40 M",--
MRVE3,4T2014,"6,23 B","10,82 B","3,01 B","3,14 B","10,82 B","4,67 B","104,56 M","342,22 M","113,77 M","1,13 B","33,26 M",--
MRVE3,4T2015,"6,82 B","11,39 B","3,05 B","3,29 B","11,39 B","5,05 B","127,53 M","375,29 M","153,47 M","1,21 B","51,72 M",--
MRVE3,4T2016,"6,85 B","12,42 B","3,02 B","3,97 B","12,42 B","5,44 B","112,98 M","358,63 M","143,21 M","1,07 B","55,82 M",--
MRVE3,4T2017,"8,32 B","14,56 B","3,25 B","5,51 B","14,56 B","5,80 B","202,60 M","462,28 M","198,89 M","1,37 B","23,18 M",--
MRVE3,4T2018,"7,86 B","13,64 B","2,64 B","6,12 B","13,64 B","4,87 B","212,19 M","498,99 M","209,39 M","1,52 B","30,55 M",--
MRVE3,4T2019,"7,80 B","14,69 B","2,81 B","6,77 B","14,69 B","5,11 B","167,08 M","419,89 M","168,39 M","1,42 B","32,82 M",--
MRVE3,4T2020,"8,56 B","18,06 B","3,62 B","8,41 B","18,06 B","6,03 B","250,78 M","482,67 M","218,39 M","1,70 B","3,21 M",--
MRVE3,4T2021,"9,46 B","20,32 B","3,98 B","9,77 B","20,32 B","6,57 B","440,61 M","434,01 M","310,34 M","1,89 B","8,20 M",--
MRVE3,4T2022,"10,30 B","22,60 B","5,06 B","10,96 B","22,60 B","6,57 B","-10,66 M","347,14 M","-301,16 M","1,67 B","-244,93 M",--
MRVE3,4T2023,"11,66 B","25,07 B","5,63 B","11,88 B","25,07 B","7,56 B","-35,99 M","467,94 M","-111,93 M","1,94 B","-54,66 M",--
MRVE3,4T2024,"13,70 B","29,43 B","8,14 B","13,82 B","29,43 B","7,47 B","22,45 M","633,01 M","-242,03 M","2,38 B","-174,85 M",--
MRVE3,4T2025,"15,45 B","28,53 B","7,63 B","14,75 B","28,53 B","6,16 B","391,82 M","897,18 M","53,49 M","3,04 B","-275,19 M",--
MTRE3,1T2019,"280,76 M","342,38 M","138,27 M","159,99 M","342,38 M","44,12 M","6,93 M","16,34 M","5,36 M","46,84 M","-500,00 Mil",--
MTRE3,1T2020,"1,12 B","1,25 B","174,82 M","111,76 M","1,25 B","960,82 M","-3,23 M","13,87 M","-6,42 M","48,01 M","-2,36 M",--
MTRE3,1T2021,"1,08 B","1,33 B","251,08 M","81,74 M","1,33 B","996,57 M","-1,61 M","27,39 M","-11,69 M","85,07 M","-8,49 M",--
MTRE3,1T2022,"1,29 B","1,61 B","383,17 M","235,01 M","1,61 B","993,76 M","14,23 M","47,20 M","8,16 M","138,53 M","-2,91 M",--
MTRE3,1T2023,"1,68 B","2,09 B","613,46 M","479,27 M","2,09 B","999,40 M","20,58 M","45,15 M","18,68 M","190,65 M","2,53 M",--
MTRE3,1T2024,"1,60 B","2,06 B","613,84 M","433,19 M","2,06 B","1,01 B","5,54 M","53,22 M","2,05 M","245,57 M","2,00 M",--
MTRE3,1T2025,"1,80 B","2,22 B","735,21 M","437,31 M","2,22 B","1,05 B","17,53 M","63,53 M","15,70 M","239,31 M","3,96 M",--
MTRE3,1T2026,"1,74 B","2,36 B","651,74 M","643,19 M","2,36 B","1,07 B","28,02 M","81,21 M","25,57 M","285,11 M","3,73 M",--
MTRE3,2T2019,"248,60 M","355,13 M","192,98 M","105,39 M","355,13 M","56,75 M","17,97 M","26,44 M","15,80 M","82,20 M","-821,00 Mil",--
MTRE3,2T2020,"1,05 B","1,23 B","164,29 M","94,34 M","1,23 B","970,78 M","2,38 M","20,74 M","9,96 M","65,08 M","8,90 M",--
MTRE3,2T2021,"991,31 M","1,35 B","270,22 M","96,53 M","1,35 B","983,43 M","20,20 M","57,09 M","21,21 M","164,66 M","4,09 M",--
MTRE3,2T2022,"1,29 B","1,80 B","378,98 M","431,96 M","1,80 B","993,74 M","10,34 M","54,13 M","5,62 M","185,24 M","-282,00 Mil",--
MTRE3,2T2023,"1,72 B","2,17 B","603,23 M","499,61 M","2,17 B","1,06 B","43,10 M","30,61 M","55,93 M","180,48 M","17,33 M",--
MTRE3,2T2024,"1,74 B","2,05 B","657,30 M","372,82 M","2,05 B","1,02 B","23,51 M","68,87 M","18,85 M","289,63 M","1,94 M",--
MTRE3,2T2025,"1,89 B","2,31 B","804,47 M","462,97 M","2,31 B","1,04 B","18,68 M","65,44 M","15,88 M","256,86 M","3,36 M",--
MTRE3,3T2019,"278,10 M","366,39 M","192,16 M","113,88 M","366,39 M","60,35 M","8,64 M","22,97 M","5,58 M","60,72 M","-1,59 M",--
MTRE3,3T2020,"1,11 B","1,30 B","216,22 M","84,64 M","1,30 B","994,83 M","27,74 M","52,51 M","22,98 M","143,40 M","-2,13 M",--
MTRE3,3T2021,"1,08 B","1,49 B","322,97 M","177,88 M","1,49 B","990,25 M","12,78 M","56,53 M","5,35 M","154,12 M","-4,21 M",--
MTRE3,3T2022,"1,50 B","2,05 B","513,83 M","528,46 M","2,05 B","1,00 B","7,14 M","50,55 M","13,17 M","171,43 M","10,38 M",--
MTRE3,3T2023,"1,80 B","2,17 B","680,41 M","480,59 M","2,17 B","1,01 B","14,95 M","53,91 M","2,71 M","276,55 M","-6,21 M",--
MTRE3,3T2024,"1,72 B","2,10 B","694,87 M","370,91 M","2,10 B","1,04 B","23,80 M","71,14 M","21,73 M","292,35 M","4,31 M",--
MTRE3,3T2025,"1,72 B","2,25 B","742,66 M","472,47 M","2,25 B","1,04 B","18,23 M","62,45 M","15,38 M","243,22 M","2,60 M",--
MTRE3,4T2018,"237,35 M","271,28 M","72,24 M","158,74 M","271,28 M","40,31 M","3,05 M","12,29 M","1,77 M","35,84 M","-314,00 Mil",--
MTRE3,4T2019,"302,09 M","396,04 M","223,22 M","109,49 M","396,04 M","63,33 M","8,65 M","33,49 M","5,25 M","122,09 M","-1,54 M",--
MTRE3,4T2020,"1,08 B","1,32 B","212,58 M","101,17 M","1,32 B","1,01 B","11,16 M","52,64 M","22,56 M","154,76 M","14,40 M",--
MTRE3,4T2021,"1,21 B","1,59 B","371,54 M","218,61 M","1,59 B","994,93 M","9,11 M","54,71 M","12,51 M","170,14 M","7,05 M",--
MTRE3,4T2022,"1,49 B","2,06 B","526,63 M","530,49 M","2,06 B","1,00 B","16,65 M","69,55 M","9,33 M","263,43 M","-1,34 M",--
MTRE3,4T2023,"1,66 B","2,17 B","631,28 M","507,75 M","2,17 B","1,03 B","25,61 M","54,45 M","17,58 M","278,71 M","-2,09 M",--
MTRE3,4T2024,"1,71 B","2,20 B","752,90 M","405,39 M","2,20 B","1,04 B","32,80 M","87,76 M","27,00 M","351,89 M","1,88 M",--
MTRE3,4T2025,"1,90 B","2,38 B","707,71 M","621,27 M","2,38 B","1,06 B","35,66 M","80,38 M","31,15 M","315,54 M","2,55 M",--
MTSA4,1T2011,"179,19 M","263,84 M","29,53 M","73,40 M","263,84 M","160,91 M","5,41 M","14,36 M","4,27 M","49,85 M","1,55 M",--
MTSA4,1T2012,"206,07 M","289,24 M","77,26 M","41,41 M","289,24 M","170,57 M","4,07 M","13,20 M","4,51 M","48,34 M","2,99 M",--
MTSA4,1T2013,"198,66 M","283,03 M","64,83 M","37,68 M","283,03 M","180,52 M","4,16 M","13,56 M","2,29 M","50,64 M","-563,51 Mil",--
MTSA4,1T2014,"266,85 M","352,67 M","36,17 M","129,94 M","352,67 M","186,57 M","4,17 M","14,75 M","3,53 M","54,65 M","1,38 M",--
MTSA4,1T2015,"336,59 M","427,73 M","105,23 M","125,47 M","427,73 M","197,03 M","5,65 M","16,87 M","4,99 M","57,90 M","1,99 M",--
MTSA4,1T2016,"285,37 M","373,38 M","120,26 M","48,08 M","373,38 M","205,04 M","-1,18 M","8,93 M","2,36 M","49,17 M","4,85 M",--
MTSA4,1T2017,"207,38 M","296,48 M","75,26 M","8,49 M","296,48 M","212,73 M","-753,10 Mil","9,48 M","1,24 M","51,85 M","2,57 M",--
MTSA4,1T2018,"192,21 M","280,00 M","47,13 M","10,01 M","280,00 M","222,87 M","1,84 M","13,45 M","2,95 M","57,51 M","2,45 M",--
MTSA4,1T2019,"203,75 M","294,20 M","49,39 M","10,15 M","294,20 M","234,67 M","3,99 M","14,32 M","4,10 M","65,81 M","2,36 M",--
